item.name,item.id,item.username,"item.public_metrics[""followers_count""]","item.public_metrics[""following_count""]","item.public_metrics[""tweet_count""]","item.public_metrics[""listed_count""]"
IG Bank,2314042050,IGBank,2456,133,2068,50
timcopeland.eth,953233327238021120,Timccopeland,27959,4598,26652,448
New Delhi Times,1220875086,NewDelhiTimes,173434,145,136638,151
Paxful,2307190704,paxful,114809,197,26935,414
Vauld,982364348038303744,VauldOfficial,14904,6,2641,74
Calvin Ayre,32318850,CalvinAyre,31784,296,73080,696
Peoples Gazette,1276790264158474242,GazetteNGR,174732,0,15872,184
Financial Times,4898091,FinancialTimes,7109404,889,308320,45409
LatestLY,828841083257778176,latestly,72541,347,232112,111
Bitget,1098881129057112064,bitgetglobal,117921,335,2987,38
Ryan Browne,283616655,Ryan_Browne_,8961,2281,3243,231
Sufiyan Malik,3320958415,sufiyanmalik_,11956,9906,528,19
PAPICHULO,1127184173079384064,ZinoMulla,2967,1776,34185,4
DAILY SABAH,2231905548,DailySabah,481963,3,183836,1684
Amanda Rivkin,197178640,amandarivkin,6008,5043,19180,231
Naija News,801068594121637889,NaijaNews,24957,37,89401,24
George Oshogwe Ogbolu 🇳🇬,255634792,gdonogbolu,812,744,39463,3
Enioluwa Adeniyi,120043899,MrEnioluwa,927,581,50237,6
Jason Brett,2563329822,jason_vtf,6028,510,6505,171
Irish Examiner,19903360,irishexaminer,233090,601,429270,1734
breakingnews.ie,15761637,breakingnewsie,82750,755,375768,737
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Thack,13151882,DaveThackeray,3830,313,107032,293
PCMag,15066271,PCMag,389540,1504,121861,9073
Crypto Adventure,798107102732500992,CryptoAdventure,102640,3961,12689,211
Henry Manampiring,32926997,newsplatter,163747,927,140448,611
David Meyer,17310646,superglaze,11081,5459,19497,703
Argaam Plus,2872782998,ArgaamPlus,24223,9,94889,369
Adam Samson,20704445,adamsamson,11805,3465,14423,325
BERNAMA,106669711,bernamadotcom,1011848,1060,361173,1706
Benzinga,44060322,Benzinga,226892,1753,174511,4567
Numbrs,1251697254,Numbrs,171389,52,760,435
TheMalaysianReserve,293590755,TMReserve,8613,189,88285,142
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Lark Davis,30325257,TheCryptoLark,863451,448,39045,5309
Capital FM Kenya,92731878,CapitalFMKenya,1593782,665,470581,1281
TeluguStop.com,947147264,telugustop,45223,805,105712,12
Bloomberg Opinion,227682918,bopinion,408648,734,215259,5853
WendyO.eth,935742315389444096,CryptoWendyO,249076,920,28436,2256
Bloomberg UK,774195721000087552,BloombergUK,131532,120,38449,2278
Bloomberg Middle East,3413058154,middleeast,52719,95,43134,1140
Bloomberg Wealth,1668256296,wealth,63379,1523,22606,736
Bloomberg Asia,588261604,BloombergAsia,89539,561,263842,1396
Businessweek,67358777,BW,1964833,609,148435,20035
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Bloomberg Markets,69620713,markets,1139419,286,161199,14871
Bloomberg,34713362,business,7858684,1372,759908,64632
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
𝕻𝖍𝖎𝖑𝖎𝖕 𝕺𝖇𝖎𝖓,454047437,PhilipObin,75187,3005,157906,199
The Economist’s 1843 magazine,60959527,1843mag,111775,252,19141,2207
Abby Fuller,51848919,abbyfuller,49970,849,16309,738
Watcher.Guru,1387497871751196672,WatcherGuru,575224,20,4401,961
Forbes Middle East,1276177187322945541,Forbes_MENA_,7018,10,16934,55
dan ushman,18557769,danushman,15721,539,25424,339
Cathie Wood,2361631088,CathieDWood,1301700,354,5635,9000
Zawya,127176250,Zawya,25517,95,41802,0
Tony Polanco,216103914,Romudeth,10271,2703,206607,157
The Block,963767159536209921,TheBlock__,219788,39,16959,3356
Moneycontrol,68927629,moneycontrolcom,1245319,345,342268,3247
Proshare,33545237,proshare,79951,458,211499,499
Outlook Magazine,22763833,Outlookindia,237141,181,416154,1528
Gasant Abarder,1375155224,GasantAbarder,14747,1175,145570,97
TheMalaysianReserve,293590755,TMReserve,8613,189,88285,142
ABC7 Eyewitness News,16374678,ABC7,1159248,483,252010,6299
Bryce Gruber,6356472,BryceGruber,40245,2706,25628,478
BBC News (World),742143,BBCWorld,34281293,18,341090,127699
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Zhu Su 🔺,79714172,zhusu,486400,1597,5773,8286
Rami Ismail (رامي),17064600,tha_rami,194483,20219,132724,1783
Hedgeye,18719020,Hedgeye,120628,1130,77888,2613
The Independent,16973333,Independent,3655545,396,1218969,25944
ABC News,28785486,ABC,17066713,495,374414,64199
Jason Ng,290437167,ByJasonNg,7545,262,20528,202
Harper's Magazine,14287094,Harpers,122486,959,27716,4536
Barchart,28212513,Barchart,19793,2609,22809,476
Paxful India,1227967791791140864,paxful_India,4450,9,893,11
JAYECANE,35837162,Jayecane,242659,241,182872,427
Josh MacDonald,959539339,JoshMacDonald19,19192,10268,2757,77
Forbes Asia,52429763,ForbesAsia,30094,663,37328,673
Benjamin Allbright,183636302,AllbrightNFL,123459,1692,116466,2207
Jeff Bigham ☃️❄️🥶❄️⛄️,16136933,jeffbigham,14261,4889,81189,343
Jason Brett,2563329822,jason_vtf,6028,510,6505,171
Market Rebellion,817007725666242561,MarketRebels,183911,267,38677,1775
Preston Byrne,151936663,prestonjbyrne,51795,2580,12261,1813
Lark Davis,30325257,TheCryptoLark,863451,448,39045,5309
John Carvalho,319158005,John_P_Carvalho,5242,787,56601,127
Forbes,91478624,Forbes,17422580,5144,357798,61313
Jordan Weissmann,47526275,JHWeissmann,42342,3439,4060,1011
The Wall Street Journal,3108351,WSJ,19381787,1047,362363,123548
Tebi,925769358,AshleyRaksu,20335,1449,8780,45
reason,16467567,reason,269889,367,94845,6478
Financial Review,19050000,FinancialReview,332397,538,226223,3541
Martin Varsavsky,781293,martinvars,123790,2449,51396,4665
Kyle Hill (kaleazy.btc),253389790,kaleazy,10413,1019,14570,190
Quentin Hardy,22387220,qhardy,39005,2116,97061,1714
Aly-Khan Satchu,21303464,alykhansatchu,582122,20447,450278,842
Drew Holt-Kentwell,113157195,drew7uk,4823,1661,10847,49
Robert Jameson,83603493,rhjameson,4085,1342,67253,111
NBR,19576432,TheNBR,23085,506,101736,471
Casa,789180648472797188,CasaHODL,39402,258,6398,809
Calgary Herald,14803951,calgaryherald,203001,801,199672,2225
Buenos Aires Times,902617025629052935,theBAtimes,6026,740,21439,157
Techmeme,817386,Techmeme,431017,950,158283,14840
Bangkok Post,20583561,BangkokPostNews,196841,121,155919,2740
Huobi,914029581610377217,HuobiGlobal,929906,24868,10443,4249
FORTUNE,25053299,FortuneMagazine,2293519,515,251864,23804
nic carter,420308365,nic__carter,298089,2851,44688,5089
ʝօɦռռʏӼʍǟֆ,160970683,J0hnnyXm4s,34786,997,13005,524
The Seattle Times,14352556,seattletimes,692985,12298,219442,7415
Paxful,2307190704,paxful,114809,197,26935,414
Natalie ₿runell,543483223,natbrunell,155807,3660,12426,956
MicroStrategy,14883246,MicroStrategy,153364,3494,12276,1522
Eric Vanderburg,16309969,evanderburg,52928,145,540332,4274
Slashdot,1068831,slashdot,302695,206,111498,10832
Bloomberg Tax,1222271592,tax,26756,704,29333,505
ABS-CBN News,15872418,ABSCBNNews,7971285,1064,950216,8145
Bloomberg Opinion,227682918,bopinion,408648,734,215259,5853
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
Fox5NY,9229672,fox5ny,129370,507,182958,1971
Fisher_TX _Democratic Activist.,1200835890949578752,fisher_tx14,3013,3201,19931,12
GZERO Media,937778257952432128,gzeromedia,41477,637,12499,615
Ari Zoldan,16259973,AriZoldan,10650,11223,4259,0
Adam Singer,14031032,AdamSinger,75143,3525,263008,3057
Robert Wolf,739119366,robertwolf32,18362,617,10812,204
Lord Fusitu'a,36624001,LordFusitua,33326,3488,40297,171
Spaces,1065249714214457345,TwitterSpaces,423480,131,613,1164
JRNY Crypto 🧪,952087880918228992,JRNYcrypto,773463,557,14303,3712
ABS-CBN News Channel,44728980,ANCALERTS,5156866,766,835784,7524
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
‏محمد العرب...Mohammed Al arab,245824095,malarab1,693390,3962,82309,965
Akeem Hunt,167219459,Mr_A1Hunt,11677,777,59787,92
Alex Jiménez,562967099,RAlexJimenez,16016,989,133016,2048
Dave Lee,29893444,heydave7,174456,303,5889,1001
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
Talk 1370,23788966,TALK1370,2712,2843,294399,148
Tony Chung,872470067371544576,chonytung,1322,209,1649,12
OttoMattic,362787242,OttoMatticBaby,113935,773,314956,102
Jathan Sadowski,561722062,jathansadowski,14409,374,28030,298
The Wall Street Journal,3108351,WSJ,19381786,1047,362363,123548
The Progress Network,1179418449614950401,progressntwrk,23942,553,5594,69
Intl. Business Times,78714922,IBTimes,121347,61,200966,1755
Morgan Artyukhina,1066015342340829184,LavenderNRed,11225,1360,21506,69
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Laura D. Adams,14331732,LauraAdams,6360,2913,16989,342
Independent Premium,1044844792126033925,indypremium,4053,1,50226,43
John Sinclair Foley,22785048,johnsfoley,6783,2725,4668,272
Market Rebellion,817007725666242561,MarketRebels,183911,267,38677,1775
BENJAMIN TODD ROETHLISBERGER STAN ACCOUNT,1131634638,TeflonGeek,4238,1884,31740,131
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
McDonald's,71026122,McDonalds,4457287,13573,786986,9138
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
"st (∞, ∞)",18094952,seyitaylor,50753,2891,27803,691
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
KWTX News 10,12469012,kwtx,105700,196,63012,596
adventuregirl,17173775,adventuregirl,1129707,4582,43671,6249
Lark Davis,30325257,TheCryptoLark,863451,448,39045,5309
Namecheap.com,15351161,Namecheap,123321,2446,107901,1419
Hodgetwins,18584875,hodgetwins,749360,1241,4155,1360
Lydia Moynihan,817218718396624896,LJMoynihan,8788,3406,4129,68
Tim Draper,20884310,TimDraper,223338,2466,2456,3747
Alejandro Muyshondt ⚡,307980074,AMuyshondt,163000,609,849,149
Charlie Shrem,22682896,CharlieShrem,240833,736,17765,4015
Kitco NEWS,138513820,KitcoNewsNOW,101060,1862,64463,1316
Ameer Rosic,449839063,AmeerRosic,26159,4640,52019,2600
Namcios,1273776346771132417,namcios,3568,583,1497,57
Frank Chaparro,2933805082,fintechfrank,124033,1632,44950,2187
Choice 🧟‍♀️,109077522,choicebyKT,21841,1513,8429,229
Financial Review,19050000,FinancialReview,332397,538,226223,3541
abc27 News,15145034,abc27News,105176,856,191235,851
Decrypt,993530753014054912,decryptmedia,93405,1570,27743,1766
Cyrus Farivar,709313,cfarivar,27265,29765,138360,1348
Tim Malcolm,741386304680792066,RealTimMalcolm,25286,714,1045,33
Mail+,872051453900328961,mailplus,8058,416,40619,49
Duo Security,95339302,duosec,30879,2464,12312,607
Eric Vanderburg,16309969,evanderburg,52928,145,540332,4274
Jeff Booth,16461706,JeffBooth,299874,5116,7467,2469
Slashdot,1068831,slashdot,302695,206,111498,10832
Matt Barkley,26664274,MattBarkley,112943,742,11906,1240
Washington Wizards,14992591,WashWizards,1205708,355,78138,6315
Katie Martin,57268394,katie_martin_fx,91949,1892,96946,1739
Patrick Mulholland,894736153206718465,pomulholland,424,898,765,6
Token Metrics,1136430327176581120,tokenmetricsinc,37845,56,4471,404
Okcoin,2445396642,Okcoin,154437,964,11280,1446
Lyn Alden,823766058909761536,LynAldenContact,348852,285,10125,6104
Geoffrey Miller 🔍,3656836876,primalpoly,113304,5433,47922,1365
Edward Snowden,2916305152,Snowden,5093927,1,6880,22688
Frank Holmes,34844978,bulldogholmes,11263,1696,17359,161
MarketWatch,624413,MarketWatch,4195208,207,361290,29309
The Block,963767159536209921,TheBlock__,219788,39,16959,3356
NewsNation,1217198127591186437,NewsNation,64055,197,32391,324
Financial Times,18949452,FT,4864436,777,293591,42140
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
FT Markets,136219101,FTMarkets,23201,152,56571,798
Vera Bergengruen,437838346,VeraMBergen,26387,3440,29708,716
NYT Politics,14434063,nytpolitics,515265,227,140038,9704
Cha,486846881,ChaBoyyHD,136808,806,3689,153
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Damien Martyn🏏,106961801,damienmartyn,218374,566,26017,1299
Joshua Goodman,453495356,APjoshgoodman,28479,556,4455,543
Hailey Lennon,3740778132,HaileyLennonBTC,74645,1549,34367,712
Ben Armstrong,954005112174862336,Bitboy_Crypto,798348,616,23272,3938
Tech.co,10284472,TechCoHQ,54161,379,48173,3080
Talk 1370,23788966,TALK1370,2712,2843,294399,148
The Floor,978732571738755072,TheMoonCarl,968300,582,12546,3500
Hedgeye,18719020,Hedgeye,120628,1130,77888,2613
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
Kelly Ann Collins,14114324,itskac,174677,46011,83894,1287
Blockworks,989912836901089282,Blockworks_,158054,4848,13207,1477
DEEP SEA DIVER,267432884,deepseadiverbnd,5907,212,4185,107
Eric Martin,281663154,EMPosts,21727,2409,17213,430
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
Jurrien Timmer,2918307101,TimmerFidelity,88130,646,8433,1699
Decrypt,993530753014054912,decryptmedia,93405,1570,27743,1766
NicoleBehnam.eth,107506412,NicoleBehnam,42918,1699,5882,306
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Lark Davis,30325257,TheCryptoLark,863452,448,39045,5309
Michael Saylor⚡️,244647486,saylor,2162219,552,2968,12750
Business Report,80427563,busrep,104203,39675,151916,1181
Samson Mow,14654494,Excellion,199278,2718,41247,3054
スーパーデイブ,1232628913781846016,David_Jolly_DC,262,1119,1177,5
Osaretin Victor Asemota,5404442,asemota,199828,8030,336870,1081
David Papp,107547335,DavidPapp,68012,31326,711751,713
George Stockburger,15206605,18NewsStock,1067,312,14083,29
Calvin Ayre,32318850,CalvinAyre,31784,296,73080,696
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
Forbes,91478624,Forbes,17422580,5144,357798,61313
Kelsey Hightower,159822053,kelseyhightower,156728,33,22253,2732
The Independent,16973333,Independent,3655545,396,1218969,25944
John Lilic ₿ Ξ ∞ 💜 🍊 #ZKEVM,3362913279,JohnLilic,31384,7978,26866,769
Don Huffines,1963156225,DonHuffines,37251,340,2367,270
E. Eduardo Castillo,512891547,EECastilloAP,5356,2432,14815,265
Bitcoin Magazine,361289499,BitcoinMagazine,2042007,679,20264,12389
Silvia Ascarelli,611798627,SilviaAscarelli,3160,188,15959,93
Brahim BOUMZAR ابراهيم بومزار,1308862164934033408,Brahim_Boumzar,6420,678,3217,19
Joe Colangelo,294682376,Itsjoeco,8291,961,23301,293
MarketWatch,624413,MarketWatch,4195208,207,361290,29309
Brooklyn Patch,193813055,BrooklynPatch,8849,524,24045,254
Good Morning America,22650211,GMA,3758816,2434,285943,15215
Vikram Chandra,17717614,vikramchandra,2932141,316,37015,2731
Eric Balchunas,149571760,EricBalchunas,96094,2523,47104,1875
Intl. Business Times,78714922,IBTimes,121347,61,200966,1755
CNET News,819800,CNETNews,659164,249,139126,17071
CNET,30261067,CNET,1745826,436,305126,26579
Roberto Blake 🇺🇸🇵🇦🗽Creative Entrepreneur,19003754,robertoblake,55521,14275,175450,1802
Sven Henrich,714051110,NorthmanTrader,346842,67,30035,6005
Nigeria Newsdesk,91316071,NigeriaNewsdesk,1861709,0,289998,3231
Max Fawcett,19657809,maxfawcett,23989,5444,75370,261
Wall Street Journal Opinion,7228682,WSJopinion,119229,154,65523,2558
Tyler Whetstone,237864740,tyler_whetstone,2997,604,36135,104
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Anthony Scaramucci,24578794,Scaramucci,1026056,2159,37233,4297
Dominique Hamilton,193026871,Underrated_Dom,34306,958,19561,200
Mikael Pawlo,17511527,mpawlo,8977,2953,74708,208
Atef,230548844,Atef,74729,955,11159,353
NBR,19576432,TheNBR,23085,506,101736,471
hussein kanji,2278321,hkanji,19543,6243,93906,920
Morning Brew ☕️,3092541736,MorningBrew,326708,1611,19066,2194
Beth Williams Liou,1163804689,BWilliLiou,4150,1449,17330,129
Sapna Singh,828315301183909889,EarnWithSapna,176948,416,1311,88
ARK Invest,2398137084,ARKInvest,668914,626,8025,5385
Bloomberg Australia,606571099,BloombergAU,15166,234,163057,492
Jay Gould,1414971,jaygould,65947,470,4285,311
Nouriel Roubini,19224439,Nouriel,534051,691,23236,11461
TheStreet,15281391,TheStreet,822147,1241,220405,7312
The New York Times,807095,nytimes,51462521,867,460900,212628
MAJALLA,88902818,the_majalla,6069,8,9988,98
Tom Philpott,29628889,tomphilpott,37424,6142,42956,1507
Jacob Silverman,4011928402,SilvermanJacob,15387,3893,3289,221
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
Bloomberg,34713362,business,7858683,1372,759908,64632
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
FORTUNE,25053299,FortuneMagazine,2293519,515,251864,23804
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
Naomi Brockwell,553753344,naomibrockwell,50968,5448,30801,873
Alex Jiménez,562967099,RAlexJimenez,16016,989,133016,2048
Alex Tapscott,476786738,alextapscott,26501,2061,3342,1041
Ryan Bass,21511970,Ry_Bass,8689,4563,159476,211
Americas Society/Council of the Americas,26060210,ASCOA,29125,3945,45714,706
Khaleej Times,18860860,khaleejtimes,779957,1234,203471,1960
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
VM,18406870,vishalmathur85,9253,1106,16003,120
Dr. Sarah T. Roberts,23451153,ubiquity75,20757,7541,48087,528
muneeb.btc,14110443,muneeb,81280,509,11589,2193
Kenny Polcari,300929831,KennyPolcari,14973,604,25423,298
Bloomberg Technology,21272440,technology,426065,244,72146,7102
Paxful,2307190704,paxful,114809,197,26935,414
BloombergQuint,714731566828793857,BloombergQuint,272999,131,279696,1980
8ƀit,91395579,8BIT,11124,3,3240,364
DETERMINISTIC OPTIMISM,10446482,nvk,80266,954,82901,1332
Hailey Lennon,3740778132,HaileyLennonBTC,74645,1549,34367,712
Yusuf Abubakar Tumi,37886611,YusufTAbubakar,8139,3967,165694,70
Charles V Payne,19400611,cvpayne,690247,15501,97039,2559
Ser Jeff Garzik,94274445,jgarzik,93888,1142,41622,2264
Thomas Kralow,1252509835154919424,TKralow,1593,122,315,7
LBRY 🚀,2863324024,LBRYcom,73941,785,8651,829
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
Rodrigo Campos,16424296,rodrigocampos,2509,5866,16150,121
Jacob Silverman,4011928402,SilvermanJacob,15387,3893,3289,221
Retro Report,87057908,RetroReport,10677,1947,19591,342
Delivering Alpha,587814366,DeliveringAlpha,11831,2153,11236,213
Raphael Schön,173602716,raphschoen,8722,783,6668,96
WendyO.eth,935742315389444096,CryptoWendyO,249076,920,28436,2256
TOI Business,29959949,TOIBusiness,66865,15,212685,644
Daniel Roberts,22589449,readDanwrite,25159,1422,17826,798
Clout News,1159135892252045312,CloutNewsMedia,5134,9,11598,12
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
Carla Gentry,119802433,data_nerd,55891,13239,349681,3732
Camille Camdessus,440088470,CCamdessus,1201,1198,1284,30
CNBC,20402945,CNBC,4484089,850,476208,37245
Roberto Blake 🇺🇸🇵🇦🗽Creative Entrepreneur,19003754,robertoblake,55521,14275,175450,1802
ForexLive,19399038,ForexLive,290637,1003,368188,5711
Mikael Pawlo,17511527,mpawlo,8977,2953,74708,208
jeroen blokland,51689310,jsblokland,93463,750,27121,2355
Alex Lockie,3131098977,alexjlockie,2071,2730,1341,63
